

Results from heasarc_rc3: Third Reference Catalog of Bright Galaxies
Coordinate system:  Equatorial
|ra        |dec      |lii     |bii     |log_d25|class            |
|01 48 57.5|+05 54 28|147.8828|-54.1538|   1.60|    SPIRAL GALAXY|
|12 19 21.8|+05 54 51|281.7153| 67.4551|   0.77|           GALAXY|
|23 55 19.1|+05 54 53| 98.5381|-54.2775|   1.39|ELLIPTICAL GALAXY|
|09 08 06.0|+05 55 00|224.1324| 32.9663|   1.28|    SPIRAL GALAXY|
|01 14 21.9|+05 55 33|133.2961|-56.4839|   1.12|    SPIRAL GALAXY|
|15 55 57.2|+05 55 59| 15.7052| 41.3476|   1.24|LENTICULAR GALAXY|
|02 41 54.0|+05 56 00|165.9635|-47.4967|   1.11|    SPIRAL GALAXY|
|12 46 42.0|+05 57 00|299.6738| 68.7918|   1.35|    SPIRAL GALAXY|
|14 41 36.0|+05 57 00|358.9591| 56.3207|   1.12|    SPIRAL GALAXY|
|20 08 30.0|+05 57 00| 47.3791|-14.1699|   1.02|    SPIRAL GALAXY|
|23 06 56.4|+05 57 41| 81.6957|-48.3646|   1.04|    SPIRAL GALAXY|
|02 57 30.0|+05 58 00|170.2685|-45.0079|       |           GALAXY|
|14 26 30.0|+05 58 00|354.1075| 59.0377|   1.07|    SPIRAL GALAXY|
|15 37 36.3|+05 58 28| 12.4165| 45.2328|   1.62|    SPIRAL GALAXY|
|14 31 01.0|+05 58 42|355.6548| 58.2546|   1.31|    SPIRAL GALAXY|
|02 53 54.0|+05 59 00|169.2891|-45.5796|   0.95|    SPIRAL GALAXY|
|20 49 24.0|+05 59 00| 52.9864|-22.8428|   1.04|    SPIRAL GALAXY|
|22 24 12.0|+05 59 00| 70.3479|-41.3869|   1.08|    SPIRAL GALAXY|
|12 19 13.4|+05 59 21|281.5657| 67.5147|   0.50| IRREGULAR GALAXY|
|23 07 01.4|+05 59 46| 81.7517|-48.3487|   0.96| IRREGULAR GALAXY|
|15 57 15.3|+05 59 54| 16.0024| 41.1046|   0.90|    SPIRAL GALAXY|
|03 16 42.0|+06 00 00|175.0368|-41.7232|   1.07|    SPIRAL GALAXY|
|21 19 12.0|+06 00 00| 57.6297|-28.9651|   1.00|    SPIRAL GALAXY|
|02 15 27.4|+06 00 05|157.5498|-51.1345|   1.67|    SPIRAL GALAXY|
|12 19 45.5|+06 00 22|281.8808| 67.5738|   0.99|LENTICULAR GALAXY|
|04 50 37.6|+06 00 34|192.4349|-23.4233|   1.34|    SPIRAL GALAXY|
|12 39 12.5|+06 00 43|294.5414| 68.6842|   1.20|    SPIRAL GALAXY|
|00 39 00.0|+06 01 00|117.2903|-56.7188|   0.99|    SPIRAL GALAXY|
|00 52 30.0|+06 01 00|123.4149|-56.8541|   0.96| IRREGULAR GALAXY|
|10 58 06.0|+06 01 00|245.8749| 55.7755|   1.02|    SPIRAL GALAXY|
|12 19 49.0|+06 01 02|281.9075| 67.5890|   1.06|LENTICULAR GALAXY|
|14 06 31.8|+06 01 45|346.5504| 62.3593|   1.40|    SPIRAL GALAXY|
|02 57 36.0|+06 02 00|170.2330|-44.9413|   0.97|ELLIPTICAL GALAXY|
|01 54 40.9|+06 02 04|150.0156|-53.4787|   1.15|    SPIRAL GALAXY|
|01 56 58.7|+06 02 11|150.8854|-53.2408|   1.01|LENTICULAR GALAXY|
|13 17 16.4|+06 02 13|320.3313| 68.0316|   1.06|    SPIRAL GALAXY|
|14 27 39.7|+06 02 18|354.6049| 58.8868|   0.96|    SPIRAL GALAXY|
|12 23 22.4|+06 02 28|284.1110| 67.8815|   0.95|    SPIRAL GALAXY|
|10 47 26.7|+06 02 48|242.8689| 53.7720|   0.90|    SPIRAL GALAXY|
|00 52 36.0|+06 03 00|123.4598|-56.8206|   1.00|    SPIRAL GALAXY|
|11 02 24.0|+06 03 00|247.1101| 56.5950|   0.82|    SPIRAL GALAXY|
|13 13 18.0|+06 03 00|317.7677| 68.2898|   1.08|    SPIRAL GALAXY|
|11 31 24.0|+06 04 00|257.2281| 61.6149|   0.82|    SPIRAL GALAXY|
|22 58 00.4|+06 04 10| 79.1664|-46.9355|   1.04|    SPIRAL GALAXY|
|13 58 24.3|+06 04 20|343.0402| 63.6007|   1.25|    SPIRAL GALAXY|
|12 23 11.6|+06 04 23|283.9726| 67.8991|   1.17|    SPIRAL GALAXY|
|12 23 34.4|+06 04 55|284.2064| 67.9349|   1.38|ELLIPTICAL GALAXY|
|02 58 18.0|+06 05 00|170.3713|-44.7891|       |           GALAXY|
|22 52 38.1|+06 05 30| 77.6758|-46.0803|   1.33|    SPIRAL GALAXY|
|13 57 30.0|+06 05 52|342.6580| 63.7508|   1.23|    SPIRAL GALAXY|
|05 16 12.0|+06 06 00|195.9617|-17.9867|   1.00|    SPIRAL GALAXY|
|09 30 36.0|+06 06 00|227.2914| 37.9379|   1.04|LENTICULAR GALAXY|
|12 19 22.0|+06 06 01|281.5590| 67.6314|   1.43|    SPIRAL GALAXY|
|02 05 15.2|+06 06 15|153.8887|-52.2744|   1.29|    SPIRAL GALAXY|
|22 43 40.0|+06 07 18| 75.2894|-44.6111|   0.96|    SPIRAL GALAXY|
|10 29 12.6|+06 07 38|238.2754| 50.2259|   1.31|    SPIRAL GALAXY|
|00 45 00.0|+06 08 00|120.0161|-56.7020|   1.01|    SPIRAL GALAXY|
|11 27 42.0|+06 08 00|255.6787| 61.0687|   0.83|    SPIRAL GALAXY|
|14 31 36.0|+06 08 00|356.0581| 58.2595|   1.04|    SPIRAL GALAXY|
|23 48 57.6|+06 08 03| 96.2085|-53.4646|   0.74|    SPIRAL GALAXY|
|12 18 08.1|+06 08 25|280.7663| 67.5675|   1.05|LENTICULAR GALAXY|
|01 50 30.9|+06 08 41|148.3378|-53.7874|   1.33|    SPIRAL GALAXY|
|00 04 18.0|+06 09 00|102.2945|-54.8219|   1.02|    SPIRAL GALAXY|
|02 56 18.0|+06 09 00|169.7796|-45.0650|   1.00|    SPIRAL GALAXY|
|13 39 30.0|+06 09 00|333.6688| 66.1108|   1.08|    SPIRAL GALAXY|
|11 55 11.4|+06 10 04|267.8653| 65.1365|   1.09|    SPIRAL GALAXY|
|13 35 30.0|+06 11 00|331.4836| 66.5809|   0.95|    SPIRAL GALAXY|
|12 18 58.2|+06 11 06|281.2409| 67.6790|   1.07|    SPIRAL GALAXY|
|02 55 48.0|+06 12 00|169.6000|-45.1081|   1.12|    SPIRAL GALAXY|
|11 00 18.0|+06 12 00|246.2772| 56.3067|       |LENTICULAR GALAXY|
|14 20 59.6|+06 12 12|352.4698| 60.1527|   0.97|LENTICULAR GALAXY|
|00 31 25.7|+06 12 26|113.9400|-56.3148|   1.08|    SPIRAL GALAXY|
|00 01 00.0|+06 13 00|100.9910|-54.4923|   1.05|LENTICULAR GALAXY|
|11 24 00.0|+06 13 00|254.1582| 60.5189|       |    SPIRAL GALAXY|
|16 48 18.0|+06 13 00| 23.9083| 30.1459|   0.93|LENTICULAR GALAXY|
|12 27 33.0|+06 13 54|286.6549| 68.3452|   0.97|    SPIRAL GALAXY|
|23 11 18.0|+06 14 00| 83.2678|-48.7726|   0.96|    SPIRAL GALAXY|
|21 51 02.7|+06 14 25| 63.5496|-35.0961|   0.73|    SPIRAL GALAXY|
|00 05 12.0|+06 15 00|102.7174|-54.7968|   1.19|    SPIRAL GALAXY|
|02 54 00.0|+06 15 00|169.0703|-45.3601|   1.02|    SPIRAL GALAXY|
|02 58 54.0|+06 15 00|170.3744|-44.5654|       |           GALAXY|
|08 58 24.0|+06 19 00|222.3695| 31.0326|   0.66|           GALAXY|
|14 31 57.7|+06 15 05|356.3382| 58.2773|   1.17|    SPIRAL GALAXY|
|13 58 15.3|+06 15 27|343.2131| 63.7735|   1.18|LENTICULAR GALAXY|
|03 54 47.2|+06 15 46|182.8610|-34.5143|   1.00|           GALAXY|
|12 27 26.5|+06 15 47|286.5629| 68.3688|   1.36|    SPIRAL GALAXY|
|02 35 36.0|+06 16 00|163.7971|-48.1667|   1.06|    SPIRAL GALAXY|
|02 53 36.0|+06 16 00|168.9468|-45.4115|   1.27|LENTICULAR GALAXY|
|17 30 36.0|+06 16 00| 29.2864| 20.8171|   1.11|    SPIRAL GALAXY|
|06 56 19.1|+06 16 05|207.8992|  3.9348|   1.00|    SPIRAL GALAXY|
|01 26 22.0|+06 16 34|138.4011|-55.5431|   1.07|    SPIRAL GALAXY|
|05 33 35.1|+06 16 34|198.0921|-14.1771|   1.01|    SPIRAL GALAXY|
|00 26 24.0|+06 17 00|111.7440|-56.0436|   1.08|    SPIRAL GALAXY|
|11 36 36.0|+06 17 00|259.0805| 62.5981|   0.87|LENTICULAR GALAXY|
|21 39 44.4|+06 17 10| 61.4665|-32.8797|   1.22|    SPIRAL GALAXY|
|17 59 24.9|+06 17 12| 32.6630| 14.4194|   1.20|    SPIRAL GALAXY|
|08 58 50.6|+06 17 36|222.4539| 31.1189|   1.33|    SPIRAL GALAXY|
|01 51 50.3|+06 17 44|148.7510|-53.5210|   1.27|    SPIRAL GALAXY|
|02 58 30.0|+06 18 00|170.2232|-44.5933|   0.98|    SPIRAL GALAXY|
|11 08 48.0|+06 18 00|248.7715| 57.9314|       |    SPIRAL GALAXY|
|16 48 12.0|+06 18 00| 23.9801| 30.2068|   0.96|LENTICULAR GALAXY|
|11 07 16.4|+06 18 09|248.2802| 57.6569|   1.09|LENTICULAR GALAXY|
|12 34 44.8|+06 18 10|291.3950| 68.7998|   1.11| IRREGULAR GALAXY|
|09 06 34.2|+06 18 12|223.5117| 32.8164|   1.28|    SPIRAL GALAXY|
|14 40 23.5|+06 18 17|359.0723| 56.7813|   1.00|    SPIRAL GALAXY|
|22 34 57.3|+06 18 21| 73.2394|-43.0191|   1.02|    SPIRAL GALAXY|
|00 01 12.0|+06 19 00|101.1290|-54.4146|   1.02|    SPIRAL GALAXY|
|10 19 36.0|+06 19 00|235.9244| 48.3843|   1.18|    SPIRAL GALAXY|
|23 13 12.9|+06 19 16| 83.9393|-48.9703|   1.15|    SPIRAL GALAXY|
|02 08 32.4|+06 19 27|154.8944|-51.6982|   1.35|    SPIRAL GALAXY|
|09 16 11.1|+06 19 57|224.8573| 34.9285|   1.00|    SPIRAL GALAXY|
|11 08 54.0|+06 20 00|248.7582| 57.9724|       |    SPIRAL GALAXY|
|11 53 54.0|+06 20 00|267.0097| 65.1113|   1.04|    SPIRAL GALAXY|
|13 07 36.0|+06 20 00|314.1254| 68.8531|   1.25|LENTICULAR GALAXY|
|13 18 18.0|+06 20 00|321.2086| 68.2467|   0.96|    SPIRAL GALAXY|
|13 20 18.0|+06 20 00|322.4878| 68.1024|   1.07|    SPIRAL GALAXY|
|12 20 57.7|+06 20 16|282.3516| 67.9834|   0.88| IRREGULAR GALAXY|
|13 58 22.3|+06 20 17|343.3723| 63.8223|   1.02|    SPIRAL GALAXY|
|13 17 00.0|+06 21 00|320.3810| 68.3515|   1.06|    SPIRAL GALAXY|
|10 41 20.7|+06 21 38|240.8818| 52.7793|   1.07|    SPIRAL GALAXY|
|14 10 57.5|+06 21 55|348.8325| 61.9265|   1.14|    SPIRAL GALAXY|
|22 55 54.5|+06 22 29| 78.8471|-46.3723|   1.04|LENTICULAR GALAXY|
|09 45 30.2|+06 22 49|229.4063| 41.2761|   1.24|    SPIRAL GALAXY|
|11 00 24.0|+06 23 00|246.0589| 56.4468|       |    SPIRAL GALAXY|
|00 11 22.5|+06 23 23|105.3452|-55.1082|   1.34|    SPIRAL GALAXY|
|13 23 27.6|+06 23 30|324.5268| 67.9107|   0.92|    SPIRAL GALAXY|
|02 08 27.7|+06 23 41|154.8129|-51.6452|   1.26|    SPIRAL GALAXY|
|09 39 18.0|+06 24 00|228.3515| 39.9590|   0.94|    SPIRAL GALAXY|
|10 24 42.0|+06 24 00|236.9206| 49.4726|       |           GALAXY|
|11 52 00.0|+06 24 00|265.9793| 64.9166|   0.74|LENTICULAR GALAXY|
|23 13 06.0|+06 24 00| 83.9710|-48.8891|   1.54|    SPIRAL GALAXY|
|12 15 54.7|+06 24 07|279.1683| 67.6197|   1.27|LENTICULAR GALAXY|
|01 03 36.0|+06 25 00|128.3870|-56.3262|   1.04|    SPIRAL GALAXY|
|10 24 42.0|+06 25 00|236.8997| 49.4821|       |           GALAXY|
|17 16 30.0|+06 25 00| 27.7237| 24.0124|   1.25|    SPIRAL GALAXY|
|21 54 42.0|+06 25 00| 64.4302|-35.6796|   0.95|    SPIRAL GALAXY|
|20 22 21.7|+06 25 49| 49.6197|-16.8977|   1.16|    SPIRAL GALAXY|
|22 45 08.4|+06 25 50| 75.9622|-44.6194|   1.47|    SPIRAL GALAXY|
|01 46 10.1|+06 25 55|146.4565|-53.9212|   1.06|    SPIRAL GALAXY|
|12 17 10.5|+06 25 56|279.9127| 67.7596|   0.22|           GALAXY|
|00 19 18.0|+06 26 00|108.7195|-55.5491|   1.16|LENTICULAR GALAXY|
|00 22 18.0|+06 26 00|110.0102|-55.7057|   1.11|LENTICULAR GALAXY|
|11 11 24.0|+06 26 00|249.4359| 58.4905|       |ELLIPTICAL GALAXY|
|05 16 35.8|+06 26 05|195.7143|-17.7292|   1.08|    SPIRAL GALAXY|
|20 23 34.1|+06 26 38| 49.7932|-17.1478|   1.22|    SPIRAL GALAXY|
|22 00 29.2|+06 26 39| 65.6167|-36.7525|   1.00|    SPIRAL GALAXY|
|01 08 24.0|+06 27 00|130.5161|-56.1718|   1.01|    SPIRAL GALAXY|
|13 38 12.0|+06 27 00|333.2926| 66.5249|   1.11|    SPIRAL GALAXY|
|12 21 55.3|+06 27 04|282.8643| 68.1653|   1.05|    SPIRAL GALAXY|
|04 11 49.0|+06 27 21|185.7916|-31.0681|   1.11|    SPIRAL GALAXY|
|02 33 36.0|+06 28 00|163.0156|-48.2928|   1.06|    SPIRAL GALAXY|
|13 37 18.0|+06 28 00|332.8089| 66.6403|   1.00|    SPIRAL GALAXY|
|16 46 00.0|+06 28 00| 23.8552| 30.7680|   1.04|    SPIRAL GALAXY|
|17 27 54.0|+06 28 00| 29.1552| 21.5063|   1.00|    SPIRAL GALAXY|
|12 34 19.4|+06 28 12|291.0237| 68.9451|   1.45| IRREGULAR GALAXY|
|05 15 19.4|+06 28 30|195.5058|-17.9788|   0.95|    SPIRAL GALAXY|
|14 04 03.6|+06 28 58|346.1031| 63.0946|   1.07|    SPIRAL GALAXY|
|00 25 12.0|+06 29 00|111.2837|-55.7939|   1.39|    SPIRAL GALAXY|
|02 55 54.0|+06 29 00|169.3662|-44.8767|   1.18|    SPIRAL GALAXY|
|02 59 54.0|+06 30 00|170.4049|-44.2137|   0.82|    SPIRAL GALAXY|
|10 59 00.0|+06 30 00|245.4871| 56.2620|   1.13|    SPIRAL GALAXY|
|10 04 08.8|+06 30 38|232.5921| 45.2881|       |           GALAXY|
|12 28 46.7|+06 30 43|287.2741| 68.6921|   0.70|    SPIRAL GALAXY|
|13 58 13.1|+06 31 07|343.5408| 63.9913|   1.18|LENTICULAR GALAXY|
|05 14 07.6|+06 31 12|195.3027|-18.2093|   0.91|    SPIRAL GALAXY|
|02 01 05.6|+06 31 22|152.0700|-52.3636|   1.07|LENTICULAR GALAXY|
|02 48 33.4|+06 31 27|167.3270|-46.0090|   1.11|    SPIRAL GALAXY|
|02 53 18.0|+06 32 00|168.6218|-45.2550|   1.12|    SPIRAL GALAXY|
|02 39 19.2|+06 32 38|164.6627|-47.3968|   1.30|LENTICULAR GALAXY|
|01 20 54.0|+06 33 00|135.9519|-55.5752|   1.09| IRREGULAR GALAXY|
|17 16 18.0|+06 33 00| 27.8294| 24.1170|   1.01|LENTICULAR GALAXY|
|23 13 30.0|+06 33 00| 84.2240|-48.8208|   1.07|    SPIRAL GALAXY|
|03 23 36.0|+06 34 00|176.0973|-40.1048|   1.14|    SPIRAL GALAXY|
|11 14 00.0|+06 34 00|250.1200| 59.0464|       |ELLIPTICAL GALAXY|
|11 50 33.0|+06 34 04|265.0521| 64.8614|   1.06|    SPIRAL GALAXY|
|05 20 26.2|+06 34 17|196.1073|-16.8417|   0.99|    SPIRAL GALAXY|
|14 23 50.9|+06 34 26|354.0106| 59.9324|   1.16|    SPIRAL GALAXY|
|05 20 06.7|+06 34 56|196.0542|-16.9053|   0.99|    SPIRAL GALAXY|
|03 54 24.0|+06 35 00|182.4865|-34.3854|   1.13|    SPIRAL GALAXY|
|23 18 16.1|+06 35 09| 85.7648|-49.4432|   1.29|    SPIRAL GALAXY|
|10 44 51.6|+06 35 41|241.4687| 53.6121|   1.15|    SPIRAL GALAXY|
|02 09 12.2|+06 35 59|154.9175|-51.3774|   1.07|    SPIRAL GALAXY|
|12 24 07.7|+06 36 23|284.1554| 68.4768|   0.97|           GALAXY|
|01 55 22.2|+06 36 41|149.8847|-52.8820|   1.10|    SPIRAL GALAXY|
|01 04 18.0|+06 37 00|128.6671|-56.1118|   0.96| IRREGULAR GALAXY|
|12 36 37.4|+06 37 18|292.5250| 69.1935|   1.36|    SPIRAL GALAXY|
|05 16 46.5|+06 37 20|195.5701|-17.5942|   1.24|    SPIRAL GALAXY|
|01 16 06.0|+06 38 00|133.8487|-55.7148|   0.96|    SPIRAL GALAXY|
|02 43 48.0|+06 38 00|165.8850|-46.6541|   1.07|    SPIRAL GALAXY|
|14 57 42.0|+06 38 00|  4.3648| 53.6977|   1.19|    SPIRAL GALAXY|
|04 31 22.4|+06 38 23|188.8964|-27.0349|   0.96|    SPIRAL GALAXY|
|00 24 54.0|+06 39 00|111.2073|-55.6165|   1.00|    SPIRAL GALAXY|
|15 42 06.0|+06 39 00| 14.0699| 44.6545|   1.07|    SPIRAL GALAXY|
|23 16 01.4|+06 39 08| 85.1042|-49.0834|   1.19|    SPIRAL GALAXY|
|12 17 59.6|+06 39 14|280.2140| 68.0381|   1.24|    SPIRAL GALAXY|
|12 21 28.2|+06 39 15|282.4064| 68.3235|   1.13|LENTICULAR GALAXY|
|05 03 33.1|+06 39 33|193.7114|-20.3682|   1.02|    SPIRAL GALAXY|
|12 19 54.2|+06 39 57|281.4014| 68.2094|   0.88| IRREGULAR GALAXY|
|02 11 03.9|+06 39 59|155.5149|-51.0977|   1.04|    SPIRAL GALAXY|
|11 49 48.0|+06 40 00|264.5583| 64.8407|   0.82|LENTICULAR GALAXY|
|05 21 50.0|+06 40 36|196.1991|-16.4901|       |LENTICULAR GALAXY|
|12 22 39.1|+06 40 40|283.1440| 68.4365|   1.25|    SPIRAL GALAXY|
|12 22 52.8|+06 40 47|283.2895| 68.4555|   1.02|    SPIRAL GALAXY|
|03 59 18.0|+06 41 00|183.3180|-33.3784|   1.07|LENTICULAR GALAXY|
|20 46 12.0|+06 41 00| 53.1572|-21.7953|   1.00| IRREGULAR GALAXY|
|23 15 57.4|+06 41 15| 85.1127|-49.0449|   1.35|ELLIPTICAL GALAXY|
|05 21 46.0|+06 41 20|196.1793|-16.4980|   1.20|LENTICULAR GALAXY|
|12 17 25.4|+06 41 26|279.8252| 68.0231|   1.41|LENTICULAR GALAXY|
|01 23 42.0|+06 42 00|137.0941|-55.2822|   1.07|    SPIRAL GALAXY|
|11 07 24.0|+06 42 00|247.7736| 57.9504|   1.01|ELLIPTICAL GALAXY|
|23 15 42.0|+06 42 00| 85.0420|-48.9994|   0.81|    SPIRAL GALAXY|
|12 26 26.3|+06 42 30|285.5884| 68.7341|   0.71| IRREGULAR GALAXY|
|00 17 06.0|+06 43 00|107.8962|-55.1495|   1.00| IRREGULAR GALAXY|
|00 39 18.0|+06 43 00|117.5333|-56.0278|   1.18|    SPIRAL GALAXY|
|03 58 18.0|+06 43 00|183.1000|-33.5507|   0.96|    SPIRAL GALAXY|
|01 42 22.7|+06 43 23|144.7847|-53.9733|   1.00|    SPIRAL GALAXY|
|00 17 19.3|+06 43 24|107.9926|-55.1558|   0.98|    SPIRAL GALAXY|
|18 16 00.0|+06 44 00| 34.9518| 10.9287|   1.14|    SPIRAL GALAXY|
|01 56 11.1|+06 44 42|150.1002|-52.6775|   0.96|LENTICULAR GALAXY|
|11 55 57.0|+06 44 58|267.5312| 65.7320|   1.58|    SPIRAL GALAXY|
|02 10 43.8|+06 45 29|155.3287|-51.0573|   1.34|    SPIRAL GALAXY|
|10 44 12.4|+06 45 32|241.0824| 53.5851|   1.23|    SPIRAL GALAXY|
|02 21 39.3|+06 45 37|158.9999|-49.6876|   1.00|    SPIRAL GALAXY|
|00 05 12.0|+06 46 00|102.9913|-54.3052|   1.12|    SPIRAL GALAXY|
|13 02 48.0|+06 46 00|310.9948| 69.4604|   1.00|    SPIRAL GALAXY|
|14 03 30.0|+06 46 00|346.2464| 63.4040|   1.00|    SPIRAL GALAXY|
|02 05 37.1|+06 46 01|153.5265|-51.6437|   1.01|    SPIRAL GALAXY|
|12 38 45.7|+06 46 13|293.9469| 69.4206|   1.10|    SPIRAL GALAXY|
|12 29 29.0|+06 46 16|287.5729| 68.9856|   1.18|    SPIRAL GALAXY|
|07 14 47.9|+06 46 47|209.5144|  8.2652|   1.11|    SPIRAL GALAXY|
|12 53 36.0|+06 47 00|304.4754| 69.6486|       |           GALAXY|
|15 16 12.0|+06 47 00|  8.9928| 50.0944|       |           GALAXY|
|05 34 20.2|+06 47 21|197.7311|-13.7583|   1.00|    SPIRAL GALAXY|
|05 17 37.5|+06 48 00|195.5254|-17.3215|   0.98|    SPIRAL GALAXY|
|14 51 24.3|+06 48 04|  2.9164| 55.0239|       |           GALAXY|
|14 51 22.1|+06 48 15|  2.9105| 55.0329|   0.85|    SPIRAL GALAXY|
|02 20 29.3|+06 48 39|158.5774|-49.7966|   1.38|    SPIRAL GALAXY|
|11 03 24.0|+06 49 00|246.3683| 57.2920|       |LENTICULAR GALAXY|
|01 15 06.0|+06 50 00|133.3562|-55.5588|   1.11|    SPIRAL GALAXY|
|17 16 00.0|+06 50 00| 28.0699| 24.3112|   1.07|    SPIRAL GALAXY|
|12 40 10.2|+06 50 51|294.9063| 69.5435|   0.80| IRREGULAR GALAXY|
|11 03 30.0|+06 51 00|246.3527| 57.3327|       |LENTICULAR GALAXY|
|14 33 18.0|+06 51 00|357.6021| 58.4485|   1.18|    SPIRAL GALAXY|
|23 18 54.0|+06 51 00| 86.1863|-49.3051|   1.16|    SPIRAL GALAXY|
|04 51 45.1|+06 51 27|191.8292|-22.7256|   1.14|    SPIRAL GALAXY|
|23 46 58.4|+06 51 48| 95.9487|-52.5981|   0.99|    SPIRAL GALAXY|
|08 02 22.3|+06 52 42|214.8278| 18.8892|   1.23|    SPIRAL GALAXY|
|01 15 30.0|+06 53 00|133.5148|-55.4932|   1.11|    SPIRAL GALAXY|
|10 56 48.0|+06 53 00|244.3259| 56.0958|   0.97|    SPIRAL GALAXY|
|13 38 24.0|+06 53 00|333.9051| 66.8877|   1.18|    SPIRAL GALAXY|
|15 17 06.0|+06 53 00|  9.3194| 49.9684|       |           GALAXY|
|15 46 06.0|+06 53 00| 15.0767| 43.9325|   1.00| IRREGULAR GALAXY|
|00 40 24.0|+06 54 00|118.0457|-55.8670|   1.15|LENTICULAR GALAXY|
|02 38 42.0|+06 54 00|164.1683|-47.2016|   1.00|    SPIRAL GALAXY|
|11 03 24.0|+06 54 00|246.2528| 57.3472|       |    SPIRAL GALAXY|
|11 11 24.0|+06 54 00|248.7871| 58.8128|   0.98|    SPIRAL GALAXY|
|20 24 36.0|+06 54 00| 50.3404|-17.1315|   1.21|    SPIRAL GALAXY|
|20 38 11.3|+06 54 09| 52.2117|-19.9999|   1.00|    SPIRAL GALAXY|
|12 20 25.9|+06 54 34|281.5206| 68.4826|   1.01|    SPIRAL GALAXY|
|17 01 24.0|+06 55 00| 26.3299| 27.5810|   1.07|    SPIRAL GALAXY|
|10 49 07.7|+06 55 07|242.1558| 54.6444|   0.97|    SPIRAL GALAXY|
|00 05 06.1|+06 55 15|103.0321|-54.1509|   1.20|    SPIRAL GALAXY|
|00 59 18.0|+06 55 15|126.4135|-55.8978|       |           GALAXY|
|12 37 02.4|+06 55 29|292.6764| 69.5093|   0.97| IRREGULAR GALAXY|
|05 17 09.9|+06 55 45|195.3476|-17.3521|   1.11|    SPIRAL GALAXY|
|07 09 02.5|+06 55 48|208.7340|  7.0544|   0.96|    SPIRAL GALAXY|
|15 16 54.0|+06 56 00|  9.3393| 50.0376|       |           GALAXY|
|09 41 00.1|+06 56 10|228.0224| 40.5938|   0.88|    SPIRAL GALAXY|
|04 30 10.7|+06 56 20|188.4298|-27.1048|   1.33|    SPIRAL GALAXY|
|01 23 36.0|+06 57 00|136.9562|-55.0436|   0.98| IRREGULAR GALAXY|
|08 46 42.0|+06 57 00|220.1708| 28.7501|   0.95|    SPIRAL GALAXY|
|11 38 30.0|+06 57 00|258.9825| 63.4136|       |    SPIRAL GALAXY|
|12 23 38.0|+06 57 21|283.5522| 68.7750|   1.40|    SPIRAL GALAXY|
|09 38 59.2|+06 57 25|227.6709| 40.1709|   1.14|    SPIRAL GALAXY|
|01 59 58.9|+06 57 56|151.3517|-52.0833|   1.04|    SPIRAL GALAXY|
|00 22 48.0|+06 58 00|110.4104|-55.2073|   0.92|    SPIRAL GALAXY|
|18 01 54.0|+06 58 00| 33.5746| 14.1685|   1.50|    SPIRAL GALAXY|
|03 50 23.5|+06 58 09|181.3518|-34.9028|   0.94|    SPIRAL GALAXY|
|12 12 22.6|+06 58 55|276.4450| 67.8221|   0.28| IRREGULAR GALAXY|
|04 58 50.8|+06 59 00|192.7486|-21.1798|   1.08|    SPIRAL GALAXY|
|11 50 06.0|+06 59 00|264.2864| 65.1450|   1.22|    SPIRAL GALAXY|
|12 38 15.1|+06 59 43|293.4965| 69.6251|   0.18|           GALAXY|
|20 38 23.7|+06 59 49| 52.3258|-19.9930|   1.19|LENTICULAR GALAXY|
|13 09 18.0|+07 00 00|315.6378| 69.4299|   1.23|    SPIRAL GALAXY|
|10 18 12.0|+07 01 00|234.7569| 48.4885|   0.82|    SPIRAL GALAXY|
|15 16 42.0|+07 01 00|  9.4020| 50.1259|   1.26|ELLIPTICAL GALAXY|
|01 21 27.8|+07 01 06|136.0259|-55.0882|   1.24|    SPIRAL GALAXY|
|10 13 59.1|+07 01 24|233.8874| 47.6189|   1.48|    SPIRAL GALAXY|
|13 16 12.0|+07 02 00|320.3595| 69.0630|   0.90|ELLIPTICAL GALAXY|
|23 18 48.0|+07 02 00| 86.3046|-49.1370|       |           GALAXY|
|09 10 20.5|+07 02 19|223.2659| 33.9893|   1.63|    SPIRAL GALAXY|
|12 13 02.3|+07 02 20|276.7849| 67.9397|   1.21|    SPIRAL GALAXY|
|23 45 10.3|+07 02 30| 95.4002|-52.2519|   1.30|    SPIRAL GALAXY|
|12 24 05.8|+07 02 33|283.7853| 68.8917|   1.09|    SPIRAL GALAXY|
|10 18 19.7|+07 02 59|234.7419| 48.5333|   0.92|    SPIRAL GALAXY|
|00 16 42.0|+07 03 00|107.8632|-54.8022|   1.17|    SPIRAL GALAXY|
|04 39 51.2|+07 03 15|189.8527|-25.0691|   1.34|    SPIRAL GALAXY|
|03 52 51.8|+07 03 16|181.7520|-34.3784|   0.82| IRREGULAR GALAXY|
|12 23 38.8|+07 03 19|283.4789| 68.8709|   1.11|LENTICULAR GALAXY|
|00 38 54.8|+07 03 22|117.4145|-55.6814|   0.42|LENTICULAR GALAXY|
|00 38 54.6|+07 03 27|117.4132|-55.6800|   0.96|    SPIRAL GALAXY|
|14 08 29.5|+07 03 32|348.7835| 62.8515|   1.18|    SPIRAL GALAXY|
|17 32 24.6|+07 03 38| 30.2609| 20.7696|   1.79|    SPIRAL GALAXY|
|09 20 24.0|+07 04 00|224.6838| 36.1991|   0.91|    SPIRAL GALAXY|
|21 46 12.0|+07 05 00| 63.4107|-33.6315|   0.96| IRREGULAR GALAXY|
